,total_match_number,subject_id,agent_id,original_elo_rating,updated_elo_rating,win_draw_loss,subject_ranking,agent_ranking,pairing_index,observer,notes,length_of_observations,date,cage_#,winner,loser,action,sheet_name,session_number_difference,strain,experiment_type
0,1,2.1,2.2,1000.0,1010.0,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,,C57,home_cage_observation
1,1,2.2,2.1,1000.0,990.0,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,,C57,home_cage_observation
2,2,2.1,2.2,1010.0,1019.4,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
3,2,2.2,2.1,990.0,980.6,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
4,3,2.1,2.4,1019.4,1028.8,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
5,3,2.4,2.1,1000.0,990.6,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
6,4,2.1,2.4,1028.8,1037.7,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
7,4,2.4,2.1,990.6,981.7,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
8,5,2.1,2.4,1037.7,1046.1,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
9,5,2.4,2.1,981.7,973.3,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
10,6,2.1,2.4,1046.1,1054.0,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
11,6,2.4,2.1,973.3,965.4,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
12,7,2.1,2.4,1054.0,1061.5,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
13,7,2.4,2.1,965.4,957.9,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
14,8,2.1,2.2,1061.5,1069.2,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
15,8,2.2,2.1,980.6,972.9,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
16,9,2.1,2.2,1069.2,1076.5,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
17,9,2.2,2.1,972.9,965.6,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
18,10,2.1,2.2,1076.5,1083.4,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
19,10,2.2,2.1,965.6,958.7,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
20,11,2.1,2.4,1083.4,1089.9,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
21,11,2.4,2.1,957.9,951.4,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,f,CAGE2,0.0,C57,home_cage_observation
22,12,2.1,2.2,1089.9,1096.3,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
23,12,2.2,2.1,958.7,952.3,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
24,13,2.1,2.2,1096.3,1102.4,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
25,13,2.2,2.1,952.3,946.2,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,c,CAGE2,0.0,C57,home_cage_observation
26,14,2.1,2.2,1102.4,1108.2,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
27,14,2.2,2.1,946.2,940.4,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.2,f,CAGE2,0.0,C57,home_cage_observation
28,15,2.1,2.3,1108.2,1115.2,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
29,15,2.3,2.1,1000.0,993.0,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
30,16,2.1,2.3,1115.2,1121.8,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
31,16,2.3,2.1,993.0,986.4,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
32,17,2.4,2.3,951.4,962.4,1,3,2,0,Jocelyn,,30 min,2022-09-21,2,2.4,2.3,c,CAGE2,0.0,C57,home_cage_observation
33,17,2.3,2.4,986.4,975.4,0,2,3,1,Jocelyn,,30 min,2022-09-21,2,2.4,2.3,c,CAGE2,0.0,C57,home_cage_observation
34,18,2.4,2.3,962.4,972.8,1,2,3,0,Jocelyn,,30 min,2022-09-21,2,2.4,2.3,c,CAGE2,0.0,C57,home_cage_observation
35,18,2.3,2.4,975.4,965.0,0,3,2,1,Jocelyn,,30 min,2022-09-21,2,2.4,2.3,c,CAGE2,0.0,C57,home_cage_observation
36,19,2.1,2.4,1121.8,1127.8,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
37,19,2.4,2.1,972.8,966.8,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
38,20,2.1,2.4,1127.8,1133.5,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
39,20,2.4,2.1,966.8,961.1,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
40,21,2.1,2.4,1133.5,1138.9,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
41,21,2.4,2.1,961.1,955.7,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.4,c,CAGE2,0.0,C57,home_cage_observation
42,22,2.1,2.3,1138.9,1144.3,1,1,2,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,c,CAGE2,0.0,C57,home_cage_observation
43,22,2.3,2.1,965.0,959.6,0,2,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,c,CAGE2,0.0,C57,home_cage_observation
44,23,2.1,2.3,1144.3,1149.4,1,1,3,0,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
45,23,2.3,2.1,959.6,954.5,0,3,1,1,Jocelyn,,30 min,2022-09-21,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
46,24,2.1,2.3,1149.4,1154.3,1,1,3,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,c,CAGE2,1.0,C57,home_cage_observation
47,24,2.3,2.1,954.5,949.6,0,3,1,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,c,CAGE2,1.0,C57,home_cage_observation
48,25,2.3,2.4,949.6,959.8,1,2,3,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
49,25,2.4,2.3,955.7,945.5,0,3,2,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
50,26,2.3,2.4,959.8,969.4,1,2,4,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
51,26,2.4,2.3,945.5,935.9,0,4,2,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
52,27,2.3,2.4,969.4,978.4,1,2,4,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
53,27,2.4,2.3,935.9,926.9,0,4,2,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.3,2.4,c,CAGE2,0.0,C57,home_cage_observation
54,28,2.1,2.3,1154.3,1159.6,1,1,2,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
55,28,2.3,2.1,978.4,973.1,0,2,1,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
56,29,2.4,2.3,926.9,938.2,1,4,2,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.4,2.3,f,CAGE2,0.0,C57,home_cage_observation
57,29,2.3,2.4,973.1,961.8,0,2,4,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.4,2.3,f,CAGE2,0.0,C57,home_cage_observation
58,30,2.1,2.3,1159.6,1164.5,1,1,2,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,c,CAGE2,0.0,C57,home_cage_observation
59,30,2.3,2.1,961.8,956.9,0,2,1,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,c,CAGE2,0.0,C57,home_cage_observation
60,31,2.1,2.3,1164.5,1169.1,1,1,2,0,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
61,31,2.3,2.1,956.9,952.3,0,2,1,1,Naeliz,"after Rt, not feed before, start 4:44",30 min,2022-09-23,2,2.1,2.3,f,CAGE2,0.0,C57,home_cage_observation
0,1,4.3,4.1,1000.0,1010.0,1,1,2,0,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.1,c,CAGE4,,CD1,home_cage_observation
1,1,4.1,4.3,1000.0,990.0,0,2,1,1,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.1,c,CAGE4,,CD1,home_cage_observation
2,2,4.3,4.1,1010.0,1019.4,1,1,2,0,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
3,2,4.1,4.3,990.0,980.6,0,2,1,1,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
4,3,4.3,4.4,1019.4,1028.8,1,1,2,0,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.4,f,CAGE4,0.0,CD1,home_cage_observation
5,3,4.4,4.3,1000.0,990.6,0,2,1,1,Meghan,1:16PM-1:46PM; a few hours after tube test,30 min,2022-09-07,4,4.3,4.4,f,CAGE4,0.0,CD1,home_cage_observation
6,4,4.3,4.1,1028.8,1037.4,1,1,3,0,Meghan,1:37-2:07PM; after 3 hours of isolation,30 min,2022-09-14,4,4.3,4.1,f,CAGE4,1.0,CD1,home_cage_observation
7,4,4.1,4.3,980.6,972.0,0,3,1,1,Meghan,1:37-2:07PM; after 3 hours of isolation,30 min,2022-09-14,4,4.3,4.1,f,CAGE4,1.0,CD1,home_cage_observation
8,5,4.3,4.1,1037.4,1045.5,1,1,3,0,Meghan,1:37-2:07PM; after 3 hours of isolation,30 min,2022-09-14,4,4.3,4.1,f,CAGE4,0.0,CD1,home_cage_observation
9,5,4.1,4.3,972.0,963.9,0,3,1,1,Meghan,1:37-2:07PM; after 3 hours of isolation,30 min,2022-09-14,4,4.3,4.1,f,CAGE4,0.0,CD1,home_cage_observation
10,6,4.3,4.2,1045.5,1054.2,1,1,2,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,f,CAGE4,1.0,CD1,home_cage_observation
11,6,4.2,4.3,1000.0,991.3,0,2,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,f,CAGE4,1.0,CD1,home_cage_observation
12,7,4.3,4.1,1054.2,1061.7,1,1,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,f,CAGE4,0.0,CD1,home_cage_observation
13,7,4.1,4.3,963.9,956.4,0,4,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,f,CAGE4,0.0,CD1,home_cage_observation
14,8,4.3,4.2,1061.7,1069.7,1,1,3,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
15,8,4.2,4.3,991.3,983.3,0,3,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
16,9,4.3,4.4,1069.7,1077.5,1,1,3,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.4,c,CAGE4,0.0,CD1,home_cage_observation
17,9,4.4,4.3,990.6,982.8,0,3,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.4,c,CAGE4,0.0,CD1,home_cage_observation
18,10,4.3,4.2,1077.5,1084.9,1,1,3,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
19,10,4.2,4.3,983.3,975.9,0,3,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
20,11,4.3,4.1,1084.9,1091.4,1,1,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
21,11,4.1,4.3,956.4,949.9,0,4,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
22,12,4.4,4.1,982.8,991.9,1,2,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.4,4.1,f,CAGE4,0.0,CD1,home_cage_observation
23,12,4.1,4.4,949.9,940.8,0,4,2,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.4,4.1,f,CAGE4,0.0,CD1,home_cage_observation
24,13,4.3,4.1,1091.4,1097.3,1,1,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
25,13,4.1,4.3,940.8,934.9,0,4,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
26,14,4.2,4.3,975.9,989.3,1,3,1,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.3,f,CAGE4,0.0,CD1,home_cage_observation
27,14,4.3,4.2,1097.3,1083.9,0,1,3,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.3,f,CAGE4,0.0,CD1,home_cage_observation
28,15,4.3,4.2,1083.9,1091.2,1,1,3,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
29,15,4.2,4.3,989.3,982.0,0,3,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.2,c,CAGE4,0.0,CD1,home_cage_observation
30,16,4.2,4.1,982.0,990.7,1,3,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
31,16,4.1,4.2,934.9,926.2,0,4,3,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
32,17,4.2,4.1,990.7,998.9,1,2,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
33,17,4.1,4.2,926.2,918.0,0,4,2,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
34,18,4.2,4.1,998.9,1006.6,1,2,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
35,18,4.1,4.2,918.0,910.3,0,4,2,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
36,19,4.2,4.1,1006.6,1013.9,1,2,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,c,CAGE4,0.0,CD1,home_cage_observation
37,19,4.1,4.2,910.3,903.0,0,4,2,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,c,CAGE4,0.0,CD1,home_cage_observation
38,20,4.2,4.1,1013.9,1020.8,1,2,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
39,20,4.1,4.2,903.0,896.1,0,4,2,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.2,4.1,f,CAGE4,0.0,CD1,home_cage_observation
40,21,4.3,4.1,1091.2,1096.1,1,1,4,0,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
41,21,4.1,4.3,896.1,891.2,0,4,1,1,Naeliz,"1:10 pm observed on left side, right after RT",30 min,2022-09-19,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
42,22,4.3,4.1,1096.1,1100.8,1,1,4,0,Naeliz,"start 4:48, obs left side, after Rt before feeding",30 min ,2022-09-21,4,4.3,4.1,f,CAGE4,1.0,CD1,home_cage_observation
43,22,4.1,4.3,891.2,886.5,0,4,1,1,Naeliz,"start 4:48, obs left side, after Rt before feeding",30 min ,2022-09-21,4,4.3,4.1,f,CAGE4,1.0,CD1,home_cage_observation
44,23,4.3,4.1,1100.8,1105.3,1,1,4,0,Naeliz,"start 4:48, obs left side, after Rt before feeding",30 min ,2022-09-21,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
45,23,4.1,4.3,886.5,882.0,0,4,1,1,Naeliz,"start 4:48, obs left side, after Rt before feeding",30 min ,2022-09-21,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
46,24,4.3,4.1,1105.3,1109.6,1,1,4,0,Naeliz,"start 4:48, obs left side, after Rt before feeding",30 min ,2022-09-21,4,4.3,4.1,c,CAGE4,0.0,CD1,home_cage_observation
