,rc_tuple_animal_id,rc_winner,rc_loser,rc_average_number_of_switches,rc_winner_no_ties,rc_loser_no_ties,rc_averaged_winner,rc_averaged_loser,rc_averaged_winner_win_count,rc_averaged_loser_win_count,rc_tie_count,rc_all_match_count_including_ties,rc_averaged_winner_win_count_minus_loser_win_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio,processed_cage_number
11,"('2.3', '2.4')","['2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', 'tie']","['2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', 'tie']",5.0,"['2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3']","['2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4']",2.3,2.4,22,15,1,38,7,0.5945945945945946,0.5789473684210527,True,0.02631578947368421,2
12,"('3.1', '3.2')","['3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', 'tie', '3.2', '3.2', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2', '3.1']","['3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', 'tie', '3.1', '3.1', '3.1', 'tie', '3.1', '3.1', '3.1', '3.1', '3.2']",4.0,"['3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1']","['3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2']",3.2,3.1,18,18,2,38,0,0.5,0.47368421052631576,True,0.05263157894736842,3
13,"('3.1', '3.3')","['3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', 'tie', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', 'tie', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1']",7.0,"['3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1']",3.1,3.3,20,17,1,38,3,0.5405405405405406,0.5263157894736842,True,0.02631578947368421,3
14,"('3.1', '3.4')","['3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.1', '3.4']","['3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', 'tie', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.4', '3.1']",11.0,"['3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.1', '3.4', '3.1', '3.4']","['3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.4', '3.1', '3.4', '3.1']",3.4,3.1,26,11,1,38,15,0.7027027027027027,0.6842105263157895,False,0.02631578947368421,3
15,"('3.2', '3.3')","['3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', 'tie', '3.2', '3.2', '3.2', '3.2', 'tie', '3.2', '3.3', '3.2', '3.3']","['3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', 'tie', '3.3', '3.3', '3.3', '3.3', 'tie', '3.3', '3.2', '3.3', '3.2']",5.0,"['3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.3']","['3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.2']",3.2,3.3,30,6,2,38,24,0.8333333333333334,0.7894736842105263,False,0.05263157894736842,3
16,"('3.2', '3.4')","['3.4', 'tie', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', 'tie']","['3.2', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', 'tie']",3.5,"['3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.2']","['3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.4']",3.2,3.4,24,12,2,38,12,0.6666666666666666,0.631578947368421,False,0.05263157894736842,3
17,"('3.3', '3.4')","['3.3', '3.4', '3.4', 'tie', '3.4', '3.4', '3.4', '3.3', '3.3', 'tie', '3.3', '3.3', '3.4', '3.3', '3.3', 'tie', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', 'tie', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3']","['3.4', '3.3', '3.3', 'tie', '3.3', '3.3', '3.3', '3.4', '3.4', 'tie', '3.4', '3.4', '3.3', '3.4', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', 'tie', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4']",6.0,"['3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3']","['3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4']",3.3,3.4,21,13,4,38,8,0.6176470588235294,0.5526315789473685,False,0.10526315789473684,3
18,"('4.1', '4.2')","['4.1', '4.1', '4.2', '4.2', '4.1', '4.1', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.1', '4.1', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",3.5,"['4.1', '4.1', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1']","['4.2', '4.2', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",4.1,4.2,31,6,1,38,25,0.8378378378378378,0.8157894736842105,False,0.02631578947368421,4
19,"('4.1', '4.3')","['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.1', '4.3']","['4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.3', '4.1']",5.5,"['4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.1', '4.3']","['4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.3', '4.1']",4.1,4.3,19,19,0,38,0,0.5,0.5,True,0.0,4
20,"('4.1', '4.4')","['4.1', '4.1', '4.1', 'tie', '4.4', '4.4', 'tie', '4.1', '4.1', '4.4', '4.4', 'tie', '4.1', '4.1', 'tie', '4.4', 'tie', '4.4', '4.4', '4.4', '4.1', '4.1', 'tie', 'tie', '4.4', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4']","['4.4', '4.4', '4.4', 'tie', '4.1', '4.1', 'tie', '4.4', '4.4', '4.1', '4.1', 'tie', '4.4', '4.4', 'tie', '4.1', 'tie', '4.1', '4.1', '4.1', '4.4', '4.4', 'tie', 'tie', '4.1', '4.1', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1']",4.5,"['4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4']","['4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1']",4.4,4.1,19,11,8,38,8,0.6333333333333333,0.5,False,0.21052631578947367,4
21,"('4.2', '4.3')","['4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","['4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']",9.5,"['4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']","['4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3']",4.3,4.2,20,18,0,38,2,0.5263157894736842,0.5263157894736842,True,0.0,4
22,"('4.2', '4.4')","['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', 'tie', '4.4', '4.2', '4.4', '4.4', '4.4', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.4', '4.2', '4.2', '4.2', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",1.5,"['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4']","['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2']",4.4,4.2,30,6,2,38,24,0.8333333333333334,0.7894736842105263,False,0.05263157894736842,4
